fund_name,fund_extended_name,category,net_assets,ytd_return,fund_yield,morningstar_rating,investment,size,currency,portfolio_cash,portfolio_stocks,portfolio_bonds,price_earnings,price_sales,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_2018,fund_return_2017,fund_return_2016
NSBRX,Nuveen Santa Barbara Dividend Growth Fund Class I,Large Blend,3260000000.0,11.89,1.82,3.0,Blend,Large,USD,1.61,98.4,0.0,16.37,1.99,2.16,9.7,13.74,4.35,9.11,13.79,5.78,5.06,6.83,12.66,16.82,-4.11,20.03,11.84
NSBTX,Neuberger Berman Short Duration Bond Fund Trust Class,Short-Term Bond,96810000.0,1.25,2.05,2.0,Value,Medium,USD,5.19,0.0,94.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.61,0.52
NSCAX,Nuveen NWQ Small-Cap Value Fund Class A,Small Blend,603600000.0,13.18,0.0,3.0,Blend,Small,USD,0.76,98.51,0.0,14.04,1.04,11.3,12.05,22.74,7.26,3.93,2.15,0.0,0.0,9.67,14.53,16.39,-19.19,11.76,21.34
NSCCX,Nuveen NWQ Small-Cap Value Fund Class C,Small Blend,603600000.0,12.94,0.0,2.0,Blend,Small,USD,0.76,98.51,0.0,14.04,1.04,11.3,12.05,22.74,7.26,3.93,2.15,0.0,0.0,9.67,14.53,16.39,-19.79,10.93,20.43
NSCIX,Columbia AMT-Free South Carolina Intermediate Muni Bond Fund Class A,Muni Single State Interm,105760000.0,2.38,2.49,3.0,Blend,Medium,USD,1.48,0.0,98.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,3.62,-0.44
NSCMX,Columbia AMT-Free South Carolina Intermediate Muni Bond Fund Institutional Class,Muni Single State Interm,105760000.0,2.44,2.73,4.0,Blend,Medium,USD,1.48,0.0,98.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,3.99,-0.29
NSCQX,Nuveen NWQ Small-Cap Value Fund Class R3,Small Blend,603600000.0,13.09,0.0,2.0,Blend,Small,USD,0.76,98.51,0.0,14.04,1.04,11.3,12.05,22.74,7.26,3.93,2.15,0.0,0.0,9.67,14.53,16.39,-19.38,11.49,21.06
NSCRX,Nuveen NWQ Small-Cap Value Fund Class I,Small Blend,603600000.0,13.25,0.0,3.0,Blend,Small,USD,0.76,98.51,0.0,14.04,1.04,11.3,12.05,22.74,7.26,3.93,2.15,0.0,0.0,9.67,14.53,16.39,-18.99,12.04,21.67
NSDCX,Nationwide Investor Destinations Moderately Conservative Fund Service Class,Allocation - 30% to 50% Equity,442750000.0,6.83,2.11,3.0,Blend,Large,USD,28.72,27.37,35.57,14.87,1.33,5.36,12.31,17.56,4.75,7.66,11.38,3.36,3.15,5.35,11.95,17.16,-4.42,9.54,6.21
NSDMX,Nationwide Investor Destinations Moderate Fund Class Service,Allocation - 50% to 70% Equity,1250000000.0,9.19,2.21,3.0,Blend,Large,USD,26.82,37.25,25.11,15.06,1.37,5.18,12.67,17.3,4.52,7.9,11.49,3.22,3.1,5.2,11.77,17.65,-6.55,13.64,7.81
NSEIX,Nicholas Equity Income Fund Class I,Large Value,386800000.0,12.12,2.65,4.0,Value,Large,USD,4.52,95.48,0.0,13.56,2.2,5.14,7.68,15.01,7.64,8.95,17.76,3.66,2.07,4.84,11.92,15.34,-4.52,12.41,12.6
NSEPX,Columbia Select Large Cap Equity Fund Institutional Class,Large Blend,684410000.0,13.23,1.17,4.0,Blend,Large,USD,1.18,98.83,0.0,15.94,2.06,3.25,11.26,16.23,2.5,6.12,13.69,3.92,3.57,5.44,9.39,24.62,-5.5,24.58,9.99
NSGAX,Columbia Select Large Cap Equity Fund Class A,Large Blend,684410000.0,13.2,0.93,4.0,Blend,Large,USD,1.18,98.83,0.0,15.94,2.06,3.25,11.26,16.23,2.5,6.12,13.69,3.92,3.57,5.44,9.39,24.62,-5.76,24.18,9.83
NSGCX,Columbia Select Large Cap Equity Fund Class C,Large Blend,684410000.0,13.04,0.24,3.0,Blend,Large,USD,1.18,98.83,0.0,15.94,2.06,3.25,11.26,16.23,2.5,6.12,13.69,3.92,3.57,5.44,9.39,24.62,-6.43,23.27,8.99
NSGRX,Northern Small Cap Core Fund,Small Blend,462090000.0,12.79,0.62,4.0,Growth,Small,USD,0.0,99.7,0.28,16.94,1.17,5.37,12.34,17.24,8.07,3.98,12.45,4.5,1.06,2.3,14.89,17.78,-10.21,13.03,20.72
NSICX,Columbia AMT-Free South Carolina Intermediate Muni Bond Fund Class C,Muni Single State Interm,105760000.0,2.09,1.75,1.0,Blend,Medium,USD,1.48,0.0,98.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.95,-1.28
NSIDX,Northern Small Cap Index Fund,Small Blend,1170000000.0,14.58,1.09,3.0,Growth,Small,USD,0.0,99.88,0.12,15.79,1.02,5.13,12.72,15.99,8.73,3.53,14.62,3.76,1.33,3.06,13.86,17.28,-11.14,14.59,21.17
NSITX,Northern Short-Intermediate Tax-Exempt Fund,Muni National Short,963640000.0,1.52,1.55,3.0,Value,Large,USD,13.81,0.0,86.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.23,-0.3
NSIUX,Northern Short-Intermediate U.S. Government Fund,Short Government,60830000.0,1.33,2.52,3.0,Value,Large,USD,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.38,0.44
NSMAX,Nuveen NWQ Small/Mid Cap Value Fund Class A,Small Blend,23230000.0,15.84,0.0,2.0,Blend,Small,USD,2.3,97.13,0.0,13.21,1.07,11.63,13.36,26.6,6.28,0.0,5.49,0.0,0.0,9.6,13.22,13.82,-18.58,9.99,20.21
NSMCX,Nuveen NWQ Small/Mid Cap Value Fund Class C,Small Blend,23230000.0,15.62,0.0,2.0,Blend,Small,USD,2.3,97.13,0.0,13.21,1.07,11.63,13.36,26.6,6.28,0.0,5.49,0.0,0.0,9.6,13.22,13.82,-19.21,9.19,19.29
NSMIX,Columbia Short Term Municipal Bond Fund Institutional Class,Muni National Short,903090000.0,1.03,1.7,3.0,Value,Medium,USD,6.89,0.0,93.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.53,-0.03
NSMMX,Columbia Short Term Municipal Bond Fund Class A,Muni National Short,903090000.0,0.96,1.46,2.0,Value,Medium,USD,6.89,0.0,93.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,1.28,-0.19
NSMRX,Nuveen NWQ Small/Mid Cap Value Fund Class I,Small Blend,23230000.0,15.93,0.0,2.0,Blend,Small,USD,2.3,97.13,0.0,13.21,1.07,11.63,13.36,26.6,6.28,0.0,5.49,0.0,0.0,9.6,13.22,13.82,-18.39,10.29,20.47
NSMUX,Columbia Short Term Municipal Bond Fund Class C,Muni National Short,903090000.0,0.88,0.71,1.0,Value,Medium,USD,6.89,0.0,93.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.52,-0.98
NSNAX,Neuberger Berman Small Cap Growth Fund Class A,Small Growth,123260000.0,27.76,0.0,5.0,Growth,Small,USD,7.51,92.49,0.0,26.68,2.3,3.56,12.59,4.98,0.0,6.89,31.19,0.0,0.0,0.0,14.67,26.11,5.52,28.03,6.14
NSNCX,Neuberger Berman Small Cap Growth Fund Class C,Small Growth,123260000.0,27.51,0.0,4.0,Growth,Small,USD,7.51,92.49,0.0,26.68,2.3,3.56,12.59,4.98,0.0,6.89,31.19,0.0,0.0,0.0,14.67,26.11,4.71,27.1,5.34
NSNRX,Neuberger Berman Small Cap Growth Fund Class R3,Small Growth,123260000.0,27.71,0.0,5.0,Growth,Small,USD,7.51,92.49,0.0,26.68,2.3,3.56,12.59,4.98,0.0,6.89,31.19,0.0,0.0,0.0,14.67,26.11,5.25,27.72,5.86
NSPAX,Voya SmallCap Opportunities Fund Class A,Small Growth,785670000.0,17.36,0.0,2.0,Growth,Small,USD,0.85,99.15,0.0,15.0,1.33,5.58,14.4,11.54,3.47,2.27,19.17,0.01,1.76,1.16,19.83,20.81,-16.44,18.0,12.39
NSPCX,Voya SmallCap Opportunities Fund Class C,Small Growth,785670000.0,17.11,0.0,2.0,Growth,Small,USD,0.85,99.15,0.0,15.0,1.33,5.58,14.4,11.54,3.47,2.27,19.17,0.01,1.76,1.16,19.83,20.81,-17.12,17.13,11.57
NSPIX,Voya SmallCap Opportunities Fund Class I,Small Growth,785670000.0,17.42,0.0,3.0,Growth,Small,USD,0.85,99.15,0.0,15.0,1.33,5.58,14.4,11.54,3.47,2.27,19.17,0.01,1.76,1.16,19.83,20.81,-16.13,18.3,12.72
NSRIX,Northern Global Sustainability Index Fund,World Large Stock,636870000.0,12.12,1.85,3.0,Blend,Large,USD,0.01,99.98,0.0,16.22,1.72,5.14,11.97,17.31,2.49,8.38,12.55,3.56,3.25,4.92,10.06,20.36,-7.62,21.2,7.52
NSTAX,Neuberger Berman Strategic Income Fund Class A,Multisector Bond,2650000000.0,4.78,3.86,3.0,Blend,Small,USD,1.28,0.0,92.65,4.44,0.19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.73,6.47,6.03
NSTCX,Neuberger Berman Strategic Income Fund Class C,Multisector Bond,2650000000.0,4.51,3.17,2.0,Blend,Small,USD,1.28,0.0,92.65,4.44,0.19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.41,5.73,5.3
NSTIX,Columbia Short Term Bond Fund Class C,Short-Term Bond,1300000000.0,1.64,0.91,2.0,Value,Medium,USD,3.99,0.0,94.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.19,0.93
NSTLX,Neuberger Berman Strategic Income Fund Institutional Class,Multisector Bond,2650000000.0,4.89,4.26,3.0,Blend,Small,USD,1.28,0.0,92.65,4.44,0.19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,6.9,6.46
NSTMX,Columbia Short Term Bond Fund Institutional Class,Short-Term Bond,1300000000.0,1.86,1.75,3.0,Value,Medium,USD,3.99,0.0,94.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.04,1.81
NSTRX,Columbia Short Term Bond Fund Class A,Short-Term Bond,1300000000.0,1.79,1.5,2.0,Value,Medium,USD,3.99,0.0,94.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.79,1.46
NSTTX,Neuberger Berman Strategic Income Fund Trust Class,Multisector Bond,2650000000.0,4.7,3.91,3.0,Blend,Small,USD,1.28,0.0,92.65,4.44,0.19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.69,6.62,5.99
NSVAX,Columbia Small Cap Value Fund II Institutional Class,Small Value,1340000000.0,13.64,0.28,3.0,Value,Small,USD,3.34,96.66,0.0,13.6,1.13,6.29,9.04,27.98,10.71,2.26,4.74,7.04,0.78,4.07,17.21,9.9,-17.46,10.94,23.64
NTFAX,Aberdeen Intermediate Municipal Income Fund Class A,Muni National Interm,72440000.0,2.32,2.95,3.0,,,USD,2.8,0.0,97.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.06,-0.28
NTFIX,Dupree Mutual Fund North Carolina Tax-Free Income Fund,Muni Single State Interm,137990000.0,2.5,2.58,4.0,Blend,Large,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,4.65,0.05
NTHEX,Northeast Investors Trust,High Yield Bond,222130000.0,2.34,4.85,2.0,,,USD,2.39,14.39,77.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.04,6.28,16.72
NTIAX,Columbia Mid Cap Index Fund Class A,Mid-Cap Blend,4130000000.0,14.43,0.98,3.0,Blend,Medium,USD,1.49,98.52,0.0,16.42,1.17,5.81,14.29,16.02,9.88,3.44,8.94,4.02,0.59,4.45,15.56,17.01,-11.58,15.69,20.16
NTITX,Nuveen NWQ International Value Fund Class R3,Foreign Large Value,253360000.0,7.94,0.89,2.0,Value,Large,USD,3.6,95.88,0.0,11.67,0.79,1.58,14.37,29.33,1.83,7.9,7.51,0.0,7.3,7.54,13.67,8.95,-18.5,20.15,1.7
NTKLX,Voya Multi-Manager International Small Cap Fund Class A,Foreign Small/Mid Blend,166830000.0,11.15,1.25,3.0,Blend,Small,USD,0.81,99.12,0.03,9.94,0.61,12.95,12.95,9.57,5.78,4.2,11.15,1.59,0.64,3.75,23.6,13.82,-22.05,34.93,-0.75
NTNYX,Nuveen New York Municipal Bond Fund Class I,Muni New York Long,965590000.0,3.07,3.25,4.0,Growth,Medium,USD,0.01,0.0,99.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,6.01,0.6
NTSMX,Dupree Mutual Fund North Carolina Tax-Free Short-To-Medium Fund,Muni Single State Short,20070000.0,2.17,1.5,3.0,Value,Large,USD,4.28,0.0,95.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.5,-1.0
NUVBX,Nuveen Intermediate Duration Municipal Bond Fund Class I,Muni National Interm,6820000000.0,2.83,2.9,4.0,Blend,Medium,USD,1.82,0.0,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,6.21,-0.48
NVABX,Columbia AMT-Free Virginia Intermediate Muni Bond Fund Institutional Class,Muni Single State Interm,139690000.0,2.27,2.96,3.0,Blend,Medium,USD,0.74,0.0,99.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,3.21,-0.01
NVAFX,Columbia AMT-Free Virginia Intermediate Muni Bond Fund Class A,Muni Single State Interm,139690000.0,2.21,2.71,3.0,Blend,Medium,USD,0.74,0.0,99.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,2.96,-0.27
NVDAX,Wells Fargo Diversified Equity Fund - Class A,Large Blend,157590000.0,12.97,0.48,2.0,Growth,Large,USD,0.89,55.97,0.12,15.41,1.19,5.57,11.66,20.77,2.13,6.18,12.08,1.29,1.56,4.44,14.65,19.67,-7.7,22.6,6.37
NVDEX,Wells Fargo Diversified Equity Fund - Class Admin,Large Blend,157590000.0,13.07,0.69,2.0,Growth,Large,USD,0.89,55.97,0.12,15.41,1.19,5.57,11.66,20.77,2.13,6.18,12.08,1.29,1.56,4.44,14.65,19.67,-7.49,22.94,6.61
NVGBX,Wells Fargo Growth Balanced Fund - Class Admin,Allocation - 50% to 70% Equity,229290000.0,9.22,3.47,4.0,Blend,Large,USD,1.8,54.64,32.52,15.47,1.41,5.33,8.8,20.14,3.09,11.89,12.37,2.47,2.81,5.52,10.92,16.66,-6.51,15.68,6.19
NVMBX,Wells Fargo Moderate Balanced Fund - Class Admin,Allocation - 30% to 50% Equity,127050000.0,7.14,2.07,4.0,Blend,Large,USD,6.16,33.37,42.8,14.74,1.17,5.35,11.24,19.09,2.9,9.2,11.52,1.82,2.85,5.38,12.22,18.44,-3.61,10.59,5.03
NVRCX,Columbia AMT-Free Virginia Intermediate Muni Bond Fund Class C,Muni Single State Interm,139690000.0,2.02,1.97,1.0,Blend,Medium,USD,0.74,0.0,99.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,2.19,-0.92
NVSCX,Wells Fargo Small Company Growth Fund - Class Admin,Small Growth,1900000000.0,15.21,0.0,3.0,Growth,Small,USD,3.19,92.7,0.0,18.79,1.3,4.87,10.72,9.39,0.86,5.18,19.63,0.0,0.0,0.93,15.72,32.7,-3.89,20.31,7.45
NVSOX,Wells Fargo Disciplined Small Cap Fund Administrator Class,Small Growth,79780000.0,12.0,0.15,1.0,Blend,Small,USD,1.12,96.81,0.15,13.62,0.93,3.15,12.75,18.19,6.71,5.34,15.54,3.41,0.41,3.38,13.95,17.16,-18.46,14.84,19.43
NWAFX,Nationwide Destination 2020 Fund Class A,Target-Date 2020,206720000.0,7.99,1.91,2.0,Blend,Large,USD,25.62,29.77,35.61,14.86,1.34,5.24,12.17,17.73,4.31,8.04,11.84,3.34,3.26,5.46,11.77,16.84,-5.7,12.39,7.18
NWBIX,Nationwide Destination 2030 Fund Class R,Target-Date 2030,301450000.0,9.82,1.6,2.0,Blend,Large,USD,21.1,39.34,28.95,14.71,1.31,5.39,12.19,17.89,4.44,7.92,11.61,3.34,3.23,5.45,11.74,16.8,-7.68,14.77,8.8
NWCIX,Nationwide Core Plus Bond Fund Class R6,Intermediate-Term Bond,1150000000.0,3.74,3.38,4.0,Blend,Medium,USD,2.33,0.0,96.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.92,4.41
NWCOX,Wells Fargo Colorado Tax-Free A,Muni Single State Long,71230000.0,1.13,3.44,4.0,Blend,Medium,USD,0.11,0.0,99.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,5.14,0.07
NWDAX,Nationwide Destination 2010 Fund Class A,Target-Date 2000-2010,18230000.0,6.49,1.94,2.0,Blend,Large,USD,31.41,22.77,37.7,15.18,1.41,4.89,12.17,17.38,4.22,7.96,12.3,3.33,3.24,5.4,11.81,17.3,-4.26,9.08,5.91
NWDBX,Nationwide Destination 2010 Fund Class R,Target-Date 2000-2010,18230000.0,6.59,1.69,1.0,Blend,Large,USD,31.41,22.77,37.7,15.18,1.41,4.89,12.17,17.38,4.22,7.96,12.3,3.33,3.24,5.4,11.81,17.3,-4.64,8.83,5.63
NWDCX,Nationwide Destination 2010 Fund Class C,Target-Date 2000-2010,18230000.0,6.39,1.25,1.0,Blend,Large,USD,31.41,22.77,37.7,15.18,1.41,4.89,12.17,17.38,4.22,7.96,12.3,3.33,3.24,5.4,11.81,17.3,-4.95,8.37,5.28
NWDIX,Nationwide Destination 2010 Fund Class R6,Target-Date 2000-2010,18230000.0,6.62,2.43,3.0,Blend,Large,USD,31.41,22.77,37.7,15.18,1.41,4.89,12.17,17.38,4.22,7.96,12.3,3.33,3.24,5.4,11.81,17.3,-3.88,9.75,6.41
NWDSX,Nationwide Destination 2010 Fund Institutional Service Class,Target-Date 2000-2010,18230000.0,6.76,2.43,3.0,Blend,Large,USD,31.41,22.77,37.7,15.18,1.41,4.89,12.17,17.38,4.22,7.96,12.3,3.33,3.24,5.4,11.81,17.3,-3.89,9.72,6.06
NWEAX,Nationwide Destination 2015 Fund Class A,Target-Date 2015,67850000.0,7.05,1.99,2.0,Blend,Large,USD,29.15,26.51,36.2,14.87,1.35,5.24,12.16,17.71,4.27,8.13,11.91,3.35,3.28,5.47,11.82,16.66,-4.94,10.77,6.47
NWEBX,Nationwide Destination 2015 Fund Class R,Target-Date 2015,67850000.0,7.0,1.71,2.0,Blend,Large,USD,29.15,26.51,36.2,14.87,1.35,5.24,12.16,17.71,4.27,8.13,11.91,3.35,3.28,5.47,11.82,16.66,-5.24,10.41,6.19
NWECX,Nationwide Destination 2015 Fund Class C,Target-Date 2015,67850000.0,7.05,1.42,1.0,Blend,Large,USD,29.15,26.51,36.2,14.87,1.35,5.24,12.16,17.71,4.27,8.13,11.91,3.35,3.28,5.47,11.82,16.66,-5.63,10.27,5.8
NWEIX,Nationwide Destination 2015 Fund Class R6,Target-Date 2015,67850000.0,7.28,2.45,3.0,Blend,Large,USD,29.15,26.51,36.2,14.87,1.35,5.24,12.16,17.71,4.27,8.13,11.91,3.35,3.28,5.47,11.82,16.66,-4.58,11.45,6.97
NWESX,Nationwide Destination 2015 Fund Institutional Service Class,Target-Date 2015,67850000.0,7.24,2.21,2.0,Blend,Large,USD,29.15,26.51,36.2,14.87,1.35,5.24,12.16,17.71,4.27,8.13,11.91,3.35,3.28,5.47,11.82,16.66,-4.84,11.05,6.7
NWFAX,Nationwide Fund Class A,Large Blend,1010000000.0,14.29,0.56,3.0,Growth,Large,USD,0.24,99.76,0.0,17.87,2.14,2.35,14.2,13.32,2.04,5.64,14.07,4.1,5.79,5.64,12.48,20.38,-6.5,19.91,11.3
NWFCX,Nationwide Destination 2020 Fund Class C,Target-Date 2020,206720000.0,7.83,1.27,2.0,Blend,Large,USD,25.62,29.77,35.61,14.86,1.34,5.24,12.17,17.73,4.31,8.04,11.84,3.34,3.26,5.46,11.77,16.84,-6.25,11.75,6.36
NWFFX,American Funds New World Fund Class F-1,Diversified Emerging Mkts,38350000000.0,13.76,0.84,5.0,Growth,Large,USD,8.43,87.43,4.02,16.15,1.77,8.35,13.74,16.75,1.25,7.56,9.73,3.06,0.96,6.98,8.55,23.06,-12.31,32.55,3.93
NWFIX,Nationwide Destination 2020 Fund Class R6,Target-Date 2020,206720000.0,8.07,2.39,3.0,Blend,Large,USD,25.62,29.77,35.61,14.86,1.34,5.24,12.17,17.73,4.31,8.04,11.84,3.34,3.26,5.46,11.77,16.84,-5.18,12.95,7.63
NWFSX,Nationwide Destination 2020 Fund Institutional Service Class,Target-Date 2020,206720000.0,8.04,2.15,3.0,Blend,Large,USD,25.62,29.77,35.61,14.86,1.34,5.24,12.17,17.73,4.31,8.04,11.84,3.34,3.26,5.46,11.77,16.84,-5.45,12.72,7.27
NWFTX,Nationwide Destination 2020 Fund Class R,Target-Date 2020,206720000.0,7.82,1.65,2.0,Blend,Large,USD,25.62,29.77,35.61,14.86,1.34,5.24,12.17,17.73,4.31,8.04,11.84,3.34,3.26,5.46,11.77,16.84,-5.86,12.1,6.76
NWGHX,Nationwide Diamond Hill Large Cap Concentrated Fund Class A,Large Value,23870000.0,12.35,1.37,4.0,Blend,Large,USD,2.24,97.76,0.0,14.13,1.9,0.0,12.02,32.58,0.0,13.97,13.18,0.0,3.54,3.23,5.41,16.07,-9.6,21.94,9.18
NWGIX,Nationwide Diamond Hill Large Cap Concentrated Fund Class C,Large Value,23870000.0,12.02,0.78,3.0,Blend,Large,USD,2.24,97.76,0.0,14.13,1.9,0.0,12.02,32.58,0.0,13.97,13.18,0.0,3.54,3.23,5.41,16.07,-10.21,21.11,8.53
NWGKX,Nationwide Diamond Hill Large Cap Concentrated Fund Institutional Service Class,Large Value,23870000.0,12.29,1.51,4.0,Blend,Large,USD,2.24,97.76,0.0,14.13,1.9,0.0,12.02,32.58,0.0,13.97,13.18,0.0,3.54,3.23,5.41,16.07,-9.4,22.14,9.47
NWGPX,Nationwide WCM Focused Small Cap Fund Class A,Small Blend,52190000.0,11.03,0.0,5.0,Growth,Small,USD,9.05,90.95,0.0,16.09,1.05,2.82,19.07,11.5,8.44,1.96,5.55,0.0,2.67,0.0,31.48,16.51,-8.84,13.56,23.07
NWGQX,Nationwide WCM Focused Small Cap Fund Class C,Small Blend,52190000.0,10.78,0.0,4.0,Growth,Small,USD,9.05,90.95,0.0,16.09,1.05,2.82,19.07,11.5,8.44,1.96,5.55,0.0,2.67,0.0,31.48,16.51,-9.49,12.7,22.14
NWGSX,Nationwide WCM Focused Small Cap Fund Institutional Service Class,Small Blend,52190000.0,11.07,0.0,5.0,Growth,Small,USD,9.05,90.95,0.0,16.09,1.05,2.82,19.07,11.5,8.44,1.96,5.55,0.0,2.67,0.0,31.48,16.51,-8.61,13.89,23.39
NWGYX,Nationwide Ziegler Equity Income Fund Class A,Large Value,37300000.0,10.25,2.74,4.0,Value,Large,USD,0.51,99.49,0.0,13.36,1.39,1.42,6.74,22.09,4.75,8.31,14.44,7.1,5.24,10.82,8.69,10.4,-6.9,17.98,13.24
NWGZX,Nationwide Ziegler Equity Income Fund Class C,Large Value,37300000.0,10.09,2.16,3.0,Value,Large,USD,0.51,99.49,0.0,13.36,1.39,1.42,6.74,22.09,4.75,8.31,14.44,7.1,5.24,10.82,8.69,10.4,-7.63,17.13,12.37
NWHAX,Nationwide Destination 2025 Fund Class A,Target-Date 2025,293900000.0,8.73,1.87,3.0,Blend,Large,USD,24.75,34.41,31.28,14.75,1.32,5.35,12.17,17.85,4.41,7.95,11.72,3.34,3.24,5.43,11.76,16.78,-6.56,13.97,8.16
NWHBX,Nationwide Destination 2025 Fund Class R,Target-Date 2025,293900000.0,8.69,1.63,2.0,Blend,Large,USD,24.75,34.41,31.28,14.75,1.32,5.35,12.17,17.85,4.41,7.95,11.72,3.34,3.24,5.43,11.76,16.78,-6.82,13.58,7.98
NWHCX,Nationwide Destination 2025 Fund Class C,Target-Date 2025,293900000.0,8.68,1.31,2.0,Blend,Large,USD,24.75,34.41,31.28,14.75,1.32,5.35,12.17,17.85,4.41,7.95,11.72,3.34,3.24,5.43,11.76,16.78,-7.11,13.17,7.63
NWHDX,Nationwide Bailard Cognitive Value Fund Class A,Small Value,63670000.0,12.96,0.54,2.0,Value,Small,USD,1.82,98.18,0.0,11.78,0.67,5.59,9.63,21.92,8.92,4.33,8.45,4.84,1.22,4.32,19.09,11.69,-17.16,3.58,25.35
NWHEX,Nationwide Bailard Cognitive Value Fund Class C,Small Value,63670000.0,12.72,0.4,2.0,Value,Small,USD,1.82,98.18,0.0,11.78,0.67,5.59,9.63,21.92,8.92,4.33,8.45,4.84,1.22,4.32,19.09,11.69,-17.76,2.75,24.49
NWHFX,Nationwide Bailard Cognitive Value Fund Class M,Small Value,63670000.0,13.05,0.85,3.0,Value,Small,USD,1.82,98.18,0.0,11.78,0.67,5.59,9.63,21.92,8.92,4.33,8.45,4.84,1.22,4.32,19.09,11.69,-16.85,3.91,25.83
NWHHX,Nationwide Bailard Cognitive Value Fund Institutional Service Class,Small Value,63670000.0,13.02,0.59,3.0,Value,Small,USD,1.82,98.18,0.0,11.78,0.67,5.59,9.63,21.92,8.92,4.33,8.45,4.84,1.22,4.32,19.09,11.69,-17.02,3.79,25.73
NWHIX,Nationwide Destination 2025 Fund Class R6,Target-Date 2025,293900000.0,8.8,2.35,3.0,Blend,Large,USD,24.75,34.41,31.28,14.75,1.32,5.35,12.17,17.85,4.41,7.95,11.72,3.34,3.24,5.43,11.76,16.78,-6.04,14.42,8.71
NWHJX,Nationwide Bailard International Equities Fund Class A,Foreign Large Blend,226970000.0,10.72,4.73,2.0,Blend,Large,USD,2.33,97.48,0.0,12.15,0.9,8.68,14.11,17.43,4.12,12.99,8.99,2.54,4.21,7.0,12.3,7.62,-20.04,24.23,-2.57
NWHKX,Nationwide Bailard International Equities Fund Class C,Foreign Large Blend,226970000.0,10.4,4.07,2.0,Blend,Large,USD,2.33,97.48,0.0,12.15,0.9,8.68,14.11,17.43,4.12,12.99,8.99,2.54,4.21,7.0,12.3,7.62,-20.47,23.22,-3.3
NWHLX,Nationwide Bailard International Equities Fund Class M,Foreign Large Blend,226970000.0,10.87,5.08,2.0,Blend,Large,USD,2.33,97.48,0.0,12.15,0.9,8.68,14.11,17.43,4.12,12.99,8.99,2.54,4.21,7.0,12.3,7.62,-19.7,24.71,-2.26
